Variedad,Viñedo,Día desde 15/01,Brix,pH,Ac Total,Días hasta cosecha,Fecha_Cosecha,tavg_avg_7d,tmin_avg_7d,tmax_avg_7d,prcp_avg_7d,wspd_avg_7d,pres_avg_7d
Malbec,Agrelo,20,16.09,3.28,9.51,29,2022-02-04,23.56,17.06,26.06,1.36,6.83,1010.57
Malbec,Agrelo,25,17.42,3.17,8.9,24,2022-02-09,20.99,14.74,23.64,1.94,7.39,1014.64
Malbec,Agrelo,30,17.96,3.31,8.4,19,2022-02-14,21.71,14.17,25.24,1.29,9.24,1013.54
Malbec,Agrelo,35,20.12,3.33,8.4,14,2022-02-19,22.64,14.53,27.07,0.21,7.29,1013.14
Malbec,Agrelo,40,20.79,3.34,7.6,9,2022-02-24,20.4,14.51,23.56,1.73,8.33,1012.39
Malbec,Agrelo,49,22.51,3.41,7.18,0,2022-03-05,23.37,16.31,27.21,0.23,7.13,1010.76
Syrah,Drummond,15,14.88,3.21,10.23,31,2022-01-30,23.6,18.1,26.21,11.26,7.47,1012.43
Syrah,Drummond,20,15.3,3.18,9.32,26,2022-02-04,24.06,17.56,26.56,1.36,6.83,1010.57
Syrah,Drummond,25,17.57,3.3,8.79,21,2022-02-09,21.49,15.24,24.14,1.94,7.39,1014.64
Syrah,Drummond,30,18.46,3.35,8.27,16,2022-02-14,22.21,14.67,25.74,1.29,9.24,1013.54
Syrah,Drummond,35,20.93,3.43,7.68,11,2022-02-19,23.14,15.03,27.57,0.21,7.29,1013.14
Syrah,Drummond,40,22.4,3.43,6.28,6,2022-02-24,20.9,15.01,24.06,1.73,8.33,1012.39
Syrah,Drummond,46,23.91,3.5,6.21,0,2022-03-02,21.6,14.79,24.91,1.09,7.1,1011.53
Cabernet,Drummond,15,12.5,3.07,10.84,52,2022-01-30,23.6,18.1,26.21,11.26,7.47,1012.43
Cabernet,Drummond,20,14.08,3.1,10.41,47,2022-02-04,24.06,17.56,26.56,1.36,6.83,1010.57
Cabernet,Drummond,25,15.62,3.18,9.56,42,2022-02-09,21.49,15.24,24.14,1.94,7.39,1014.64
Cabernet,Drummond,30,17.36,3.24,8.93,37,2022-02-14,22.21,14.67,25.74,1.29,9.24,1013.54
Cabernet,Drummond,35,18.02,3.22,9.69,32,2022-02-19,23.14,15.03,27.57,0.21,7.29,1013.14
Cabernet,Drummond,40,18.4,3.35,7.79,27,2022-02-24,20.9,15.01,24.06,1.73,8.33,1012.39
Cabernet,Drummond,45,18.76,3.4,8.07,22,2022-03-01,20.69,14.5,23.43,1.4,7.23,1012.41
Cabernet,Drummond,50,21.47,3.4,7.57,17,2022-03-06,23.5,17.36,26.66,0.6,7.94,1011.17
Cabernet,Drummond,55,22.35,3.46,7.02,12,2022-03-11,21.31,15.49,24.7,1.36,8.19,1011.53
Cabernet,Drummond,60,21.99,3.33,6.5,7,2022-03-16,20.79,13.77,25.33,0.0,7.9,1016.21
Cabernet,Drummond,67,22.99,3.61,5.98,0,2022-03-23,20.03,13.14,23.46,0.03,7.81,1013.3
Syrah,Agrelo,15,13.36,3.06,9.94,35,2022-01-30,23.1,17.6,25.71,11.26,7.47,1012.43
Syrah,Agrelo,20,16.0,3.18,9.36,30,2022-02-04,23.56,17.06,26.06,1.36,6.83,1010.57
Syrah,Agrelo,25,16.5,3.2,8.42,25,2022-02-09,20.99,14.74,23.64,1.94,7.39,1014.64
Syrah,Agrelo,30,17.8,3.25,8.6,20,2022-02-14,21.71,14.17,25.24,1.29,9.24,1013.54
Syrah,Agrelo,35,19.72,3.31,8.49,15,2022-02-19,22.64,14.53,27.07,0.21,7.29,1013.14
Syrah,Agrelo,40,20.87,3.46,7.69,10,2022-02-24,20.4,14.51,23.56,1.73,8.33,1012.39
Syrah,Agrelo,45,21.82,3.45,6.44,5,2022-03-01,20.19,14.0,22.93,1.4,7.23,1012.41
Syrah,Agrelo,50,24.7,3.57,6.67,0,2022-03-06,23.0,16.86,26.16,0.6,7.94,1011.17
Cabernet,Agrelo,15,13.94,3.06,10.52,39,2022-01-30,23.1,17.6,25.71,11.26,7.47,1012.43
Cabernet,Agrelo,20,16.41,3.19,9.27,34,2022-02-04,23.56,17.06,26.06,1.36,6.83,1010.57
Cabernet,Agrelo,25,16.57,3.23,9.2,29,2022-02-09,20.99,14.74,23.64,1.94,7.39,1014.64
Cabernet,Agrelo,30,18.25,3.35,8.87,24,2022-02-14,21.71,14.17,25.24,1.29,9.24,1013.54
Cabernet,Agrelo,35,19.01,3.38,7.66,19,2022-02-19,22.64,14.53,27.07,0.21,7.29,1013.14
Cabernet,Agrelo,40,20.01,3.34,7.55,14,2022-02-24,20.4,14.51,23.56,1.73,8.33,1012.39
Cabernet,Agrelo,45,21.92,3.41,6.73,9,2022-03-01,20.19,14.0,22.93,1.4,7.23,1012.41
Cabernet,Agrelo,54,23.45,3.45,6.48,0,2022-03-10,21.8,15.99,25.11,1.36,8.04,1010.34
Cabernet,San Carlos,15,13.64,3.12,11.2,51,2022-01-30,20.93,16.46,27.56,8.99,6.97,1012.51
Cabernet,San Carlos,20,14.65,3.21,10.22,46,2022-02-04,21.07,15.74,28.04,1.34,7.84,1010.5
Cabernet,San Carlos,25,15.38,3.28,9.61,41,2022-02-09,18.74,13.61,25.41,3.61,7.51,1014.54
Cabernet,San Carlos,30,16.64,3.21,9.19,36,2022-02-14,19.54,13.5,26.81,1.93,8.59,1013.51
Cabernet,San Carlos,35,16.84,3.23,8.54,31,2022-02-19,21.1,14.33,28.01,0.03,8.16,1013.06
Cabernet,San Carlos,40,18.78,3.36,8.34,26,2022-02-24,18.69,14.66,23.7,7.73,7.54,1012.6
Cabernet,San Carlos,45,19.66,3.33,7.67,21,2022-03-01,17.3,12.6,22.71,3.99,7.09,1012.56
Cabernet,San Carlos,50,21.04,3.41,6.89,16,2022-03-06,19.79,14.31,25.47,2.59,7.91,1011.53
Cabernet,San Carlos,55,21.53,3.37,6.88,11,2022-03-11,18.24,13.04,23.96,2.13,8.04,1011.73
Cabernet,San Carlos,60,22.39,3.45,6.45,6,2022-03-16,18.23,12.46,24.17,0.2,7.53,1016.4
Cabernet,San Carlos,66,23.61,3.55,6.26,0,2022-03-22,17.56,12.06,23.74,0.01,7.31,1013.96
Cabernet,San Carlos,15,13.15,3.16,10.79,45,2022-01-30,20.93,16.46,27.56,8.99,6.97,1012.51
Cabernet,San Carlos,20,14.32,3.16,10.61,40,2022-02-04,21.07,15.74,28.04,1.34,7.84,1010.5
Cabernet,San Carlos,25,15.46,3.12,9.91,35,2022-02-09,18.74,13.61,25.41,3.61,7.51,1014.54
Cabernet,San Carlos,30,17.57,3.23,8.97,30,2022-02-14,19.54,13.5,26.81,1.93,8.59,1013.51
Cabernet,San Carlos,35,17.55,3.3,8.85,25,2022-02-19,21.1,14.33,28.01,0.03,8.16,1013.06
Cabernet,San Carlos,40,19.06,3.38,8.14,20,2022-02-24,18.69,14.66,23.7,7.73,7.54,1012.6
Cabernet,San Carlos,45,20.79,3.35,7.39,15,2022-03-01,17.3,12.6,22.71,3.99,7.09,1012.56
Cabernet,San Carlos,50,20.74,3.39,7.35,10,2022-03-06,19.79,14.31,25.47,2.59,7.91,1011.53
Cabernet,San Carlos,55,22.37,3.42,6.69,5,2022-03-11,18.24,13.04,23.96,2.13,8.04,1011.73
Cabernet,San Carlos,60,24.2,3.53,5.65,0,2022-03-16,18.23,12.46,24.17,0.2,7.53,1016.4
Syrah,San Carlos,15,14.9,3.21,9.7,43,2022-01-30,20.93,16.46,27.56,8.99,6.97,1012.51
Syrah,San Carlos,20,15.08,3.16,10.42,38,2022-02-04,21.07,15.74,28.04,1.34,7.84,1010.5
Syrah,San Carlos,25,16.79,3.23,8.94,33,2022-02-09,18.74,13.61,25.41,3.61,7.51,1014.54
Syrah,San Carlos,30,16.95,3.24,8.5,28,2022-02-14,19.54,13.5,26.81,1.93,8.59,1013.51
Syrah,San Carlos,35,19.03,3.23,8.97,23,2022-02-19,21.1,14.33,28.01,0.03,8.16,1013.06
Syrah,San Carlos,40,20.64,3.33,7.96,18,2022-02-24,18.69,14.66,23.7,7.73,7.54,1012.6
Syrah,San Carlos,45,20.83,3.43,7.73,13,2022-03-01,17.3,12.6,22.71,3.99,7.09,1012.56
Syrah,San Carlos,50,22.2,3.45,6.64,8,2022-03-06,19.79,14.31,25.47,2.59,7.91,1011.53
Syrah,San Carlos,58,23.49,3.48,6.04,0,2022-03-14,17.66,11.97,23.46,0.2,7.59,1014.97
Syrah,San Carlos,15,13.88,3.22,10.19,43,2022-01-30,20.93,16.46,27.56,8.99,6.97,1012.51
Syrah,San Carlos,20,14.85,3.16,9.91,38,2022-02-04,21.07,15.74,28.04,1.34,7.84,1010.5
Syrah,San Carlos,25,15.94,3.18,9.47,33,2022-02-09,18.74,13.61,25.41,3.61,7.51,1014.54
Syrah,San Carlos,30,16.71,3.31,9.08,28,2022-02-14,19.54,13.5,26.81,1.93,8.59,1013.51
Syrah,San Carlos,35,18.2,3.28,8.46,23,2022-02-19,21.1,14.33,28.01,0.03,8.16,1013.06
Syrah,San Carlos,40,19.26,3.44,7.97,18,2022-02-24,18.69,14.66,23.7,7.73,7.54,1012.6
Syrah,San Carlos,45,21.06,3.42,7.17,13,2022-03-01,17.3,12.6,22.71,3.99,7.09,1012.56
Syrah,San Carlos,50,22.61,3.44,7.11,8,2022-03-06,19.79,14.31,25.47,2.59,7.91,1011.53
Syrah,San Carlos,58,23.18,3.54,6.43,0,2022-03-14,17.66,11.97,23.46,0.2,7.59,1014.97
