muestra_id,lote_id,vendimia,fecha_medicion,tipo_muestra,numero_muestra,variedad,vinedo,Brix,pH,acidez_total_g_l,pasado_tavg_7d,pasado_tmin_7d,pasado_tmax_7d,pasado_prcp_sum_7d,pasado_wspd_7d,pasado_radiacion_sum_7d,pasado_dias_calor_7d,futuro_historico_tavg_7d,futuro_historico_tmin_7d,futuro_historico_tmax_7d,futuro_historico_prcp_sum_7d,futuro_historico_wspd_7d,futuro_historico_radiacion_sum_7d,futuro_historico_dias_calor_7d,dias_hasta_cosecha
Drummond_Syrah_005_2022_20220208,Drummond_Syrah_005,2022,2022-02-08,seguimiento,1,Syrah,Drummond,17.2898,3.2794,7.8852,21.5,15.8714,27.2429,7.3,7.3143,168.63,0,22.7286,16.0286,29.2,6.0,8.3571,177.01,0,25
Drummond_Syrah_005_2022_20220217,Drummond_Syrah_005,2022,2022-02-17,seguimiento,2,Syrah,Drummond,20.7184,3.3763,6.3251,22.8143,16.5143,28.9857,6.0,9.2143,176.82,0,21.3429,16.3143,26.4286,35.1,9.4143,131.99,0,16
Drummond_Syrah_005_2022_20220226,Drummond_Syrah_005,2022,2022-02-26,seguimiento,3,Syrah,Drummond,22.6069,3.5136,5.1228,19.8714,15.3571,25.0714,35.5,9.2714,135.06,0,23.4857,17.6,29.7286,1.0,8.3,176.9,0,7
Drummond_Syrah_005_2022_20220305,Drummond_Syrah_005,2022,2022-03-05,cosecha,4,Syrah,Drummond,24.7202,3.5867,3.624,23.4857,17.6,29.7286,1.0,8.3,176.9,0,20.9,15.4429,26.2286,3.1,9.2857,155.41,0,0
Drummond_Cabernet_001_2022_20220209,Drummond_Cabernet_001,2022,2022-02-09,seguimiento,1,Cabernet,Drummond,18.37,3.2847,8.3508,21.5571,15.8714,27.2857,7.3,7.3857,170.6,0,22.8571,16.2429,29.3429,6.0,8.3571,175.4,0,23
Drummond_Cabernet_001_2022_20220217,Drummond_Cabernet_001,2022,2022-02-17,seguimiento,2,Cabernet,Drummond,20.8646,3.3949,6.8172,22.8143,16.5143,28.9857,6.0,9.2143,176.82,0,21.3429,16.3143,26.4286,35.1,9.4143,131.99,0,15
Drummond_Cabernet_001_2022_20220224,Drummond_Cabernet_001,2022,2022-02-24,seguimiento,3,Cabernet,Drummond,22.0092,3.4805,5.6523,21.3429,16.3143,26.4286,35.1,9.4143,131.99,0,21.8429,15.9,28.3429,1.4,7.6714,179.07,0,8
Drummond_Cabernet_001_2022_20220304,Drummond_Cabernet_001,2022,2022-03-04,cosecha,4,Cabernet,Drummond,24.6333,3.541,4.788,22.8,16.5429,29.4857,1.0,7.4286,179.14,0,21.7571,16.5,26.9857,3.1,9.7714,158.19,0,0
Drummond_Cabernet_002_2022_20220205,Drummond_Cabernet_002,2022,2022-02-05,seguimiento,1,Cabernet,Drummond,18.1847,3.2666,7.7687,23.6857,17.8,29.5857,1.3,7.0286,195.26,0,21.8143,16.0143,27.8571,9.7,9.0,160.19,0,26
Drummond_Cabernet_002_2022_20220214,Drummond_Cabernet_002,2022,2022-02-14,seguimiento,2,Cabernet,Drummond,19.8633,3.3321,6.7726,22.3571,15.7,28.8143,6.0,8.7571,178.6,0,24.8,17.6857,31.1143,1.6,8.6,184.84,0,17
Drummond_Cabernet_002_2022_20220222,Drummond_Cabernet_002,2022,2022-02-22,seguimiento,3,Cabernet,Drummond,22.205,3.473,5.423,23.7,17.4571,29.6,9.7,10.1286,168.95,0,20.4429,15.8571,25.8286,26.8,8.1571,146.86,0,9
Drummond_Cabernet_002_2022_20220303,Drummond_Cabernet_002,2022,2022-03-03,cosecha,4,Cabernet,Drummond,24.3332,3.6126,4.2942,21.8429,15.9,28.3429,1.4,7.6714,179.07,0,22.5143,17.4143,27.8,3.1,9.8429,158.35,0,0
Drummond_Cabernet_003_2022_20220208,Drummond_Cabernet_003,2022,2022-02-08,seguimiento,1,Cabernet,Drummond,18.0455,3.2138,7.9332,21.5,15.8714,27.2429,7.3,7.3143,168.63,0,22.7286,16.0286,29.2,6.0,8.3571,177.01,0,26
Drummond_Cabernet_003_2022_20220216,Drummond_Cabernet_003,2022,2022-02-16,seguimiento,2,Cabernet,Drummond,20.4472,3.3282,6.8249,22.8571,16.2429,29.3429,6.0,8.3571,175.4,0,22.3286,16.8857,27.5714,16.9,10.1714,150.29,0,18
Drummond_Cabernet_003_2022_20220225,Drummond_Cabernet_003,2022,2022-02-25,seguimiento,3,Cabernet,Drummond,22.2002,3.41,5.3561,20.4857,15.7714,25.6429,35.5,9.4857,135.2,0,22.8,16.5429,29.4857,1.0,7.4286,179.14,0,9
Drummond_Cabernet_003_2022_20220306,Drummond_Cabernet_003,2022,2022-03-06,cosecha,4,Cabernet,Drummond,24.9596,3.5527,4.2618,23.2143,18.0,28.8429,3.9,9.6857,167.88,0,20.7714,14.5857,26.7,0.2,7.7857,161.28,0,0
Drummond_Cabernet_004_2022_20220204,Drummond_Cabernet_004,2022,2022-02-04,seguimiento,1,Cabernet,Drummond,18.3355,3.2225,7.87,23.6286,17.8143,29.5286,0.3,7.1714,194.92,0,22.1714,16.0,28.6286,7.4,8.0857,169.67,0,26
Drummond_Cabernet_004_2022_20220212,Drummond_Cabernet_004,2022,2022-02-12,seguimiento,2,Cabernet,Drummond,19.9124,3.2951,7.001,21.8143,16.0143,27.8571,9.7,9.0,160.19,0,23.4571,16.1,30.1286,2.3,8.2286,188.38,0,18
Drummond_Cabernet_004_2022_20220221,Drummond_Cabernet_004,2022,2022-02-21,seguimiento,3,Cabernet,Drummond,22.0405,3.3673,5.8599,24.8,17.6857,31.1143,1.6,8.6,184.84,0,19.7571,15.6,25.0286,33.9,8.9857,133.75,0,9
Drummond_Cabernet_004_2022_20220302,Drummond_Cabernet_004,2022,2022-03-02,cosecha,4,Cabernet,Drummond,23.7936,3.5267,4.6998,21.3,15.9286,27.4,19.6,7.8286,163.58,0,22.8143,17.4143,28.5571,3.1,9.2,162.96,0,0
Drummond_Cabernet_005_2022_20220209,Drummond_Cabernet_005,2022,2022-02-09,seguimiento,1,Cabernet,Drummond,17.8904,3.2847,8.033,21.5571,15.8714,27.2857,7.3,7.3857,170.6,0,22.8571,16.2429,29.3429,6.0,8.3571,175.4,0,27
Drummond_Cabernet_005_2022_20220218,Drummond_Cabernet_005,2022,2022-02-18,seguimiento,2,Cabernet,Drummond,20.4888,3.3691,6.8278,22.7,16.1857,28.7429,5.6,9.0571,176.94,0,20.4857,15.7714,25.6429,35.5,9.4857,135.2,0,18
Drummond_Cabernet_005_2022_20220227,Drummond_Cabernet_005,2022,2022-02-27,seguimiento,3,Cabernet,Drummond,22.2889,3.5005,5.1531,19.7571,15.1571,25.2857,35.1,8.3714,136.48,0,23.2143,18.0,28.8429,3.9,9.6857,167.88,0,9
Drummond_Cabernet_005_2022_20220308,Drummond_Cabernet_005,2022,2022-03-08,cosecha,4,Cabernet,Drummond,24.3957,3.5162,4.3489,22.7571,17.2857,28.7429,3.1,9.0714,164.47,0,21.0429,14.1714,27.5714,0.0,7.6857,161.73,0,0
San_Carlos_Malbec_001_2022_20220205,San_Carlos_Malbec_001,2022,2022-02-05,seguimiento,1,Malbec,San Carlos,18.3363,3.2037,8.0651,21.8143,15.2429,27.8714,18.5,6.7,201.63,0,19.2714,13.1,24.9857,27.0,7.5143,169.15,0,30
San_Carlos_Malbec_001_2022_20220214,San_Carlos_Malbec_001,2022,2022-02-14,seguimiento,2,Malbec,San Carlos,19.6935,3.3539,6.7167,20.0143,13.6286,26.2857,5.2,7.1571,182.07,0,21.9,14.0286,29.0143,5.5,7.9286,197.9,0,21
San_Carlos_Malbec_001_2022_20220221,San_Carlos_Malbec_001,2022,2022-02-21,seguimiento,3,Malbec,San Carlos,21.346,3.3702,6.0847,21.9,14.0286,29.0143,5.5,7.9286,197.9,0,17.8286,12.3429,23.1857,89.6,7.3571,151.74,0,14
San_Carlos_Malbec_001_2022_20220228,San_Carlos_Malbec_001,2022,2022-02-28,seguimiento,4,Malbec,San Carlos,22.4747,3.4684,4.991,17.8286,12.3429,23.1857,89.6,7.3571,151.74,0,20.4286,13.8714,26.8,7.8,7.9143,180.38,0,7
San_Carlos_Malbec_001_2022_20220307,San_Carlos_Malbec_001,2022,2022-03-07,cosecha,5,Malbec,San Carlos,24.1625,3.5756,4.3343,20.4286,13.8714,26.8,7.8,7.9143,180.38,0,17.7,11.2,24.2429,2.3,7.2143,164.4,0,0
San_Carlos_Malbec_002_2022_20220206,San_Carlos_Malbec_002,2022,2022-02-06,seguimiento,1,Malbec,San Carlos,18.2157,3.232,8.323,20.5571,14.6286,25.9857,40.2,7.0857,183.04,0,19.5429,12.9429,25.7429,5.4,7.4857,183.39,0,34
San_Carlos_Malbec_002_2022_20220213,San_Carlos_Malbec_002,2022,2022-02-13,seguimiento,2,Malbec,San Carlos,19.5102,3.2397,7.2874,19.5429,12.9429,25.7429,5.4,7.4857,183.39,0,21.6571,13.8,29.0429,4.4,7.6,199.33,0,27
San_Carlos_Malbec_002_2022_20220222,San_Carlos_Malbec_002,2022,2022-02-22,seguimiento,3,Malbec,San Carlos,20.3199,3.3947,5.9583,20.8857,14.1143,27.1714,39.6,8.4,183.55,0,18.5286,12.3429,24.3571,58.1,7.0714,163.55,0,18
San_Carlos_Malbec_002_2022_20220303,San_Carlos_Malbec_002,2022,2022-03-03,seguimiento,4,Malbec,San Carlos,22.4133,3.4167,5.4668,19.9143,12.6571,26.5571,17.0,7.4571,188.76,0,19.4143,13.1286,25.6429,6.1,8.0143,172.97,0,9
San_Carlos_Malbec_002_2022_20220312,San_Carlos_Malbec_002,2022,2022-03-12,cosecha,5,Malbec,San Carlos,24.1179,3.5783,4.4259,17.8571,11.8857,24.0143,5.5,7.9857,168.71,0,19.2143,12.3429,26.3571,2.0,7.3143,160.82,0,0
San_Carlos_Malbec_003_2022_20220209,San_Carlos_Malbec_003,2022,2022-02-09,seguimiento,1,Malbec,San Carlos,17.9804,3.2544,8.3053,19.0714,12.7143,25.0714,40.2,6.8714,178.17,0,20.3571,13.4857,26.9714,5.2,7.3143,182.6,0,32
San_Carlos_Malbec_003_2022_20220216,San_Carlos_Malbec_003,2022,2022-02-16,seguimiento,2,Malbec,San Carlos,19.0452,3.3214,6.9189,20.3571,13.4857,26.9714,5.2,7.3143,182.6,0,19.7714,13.9,25.2429,60.8,8.2,167.97,0,25
San_Carlos_Malbec_003_2022_20220224,San_Carlos_Malbec_003,2022,2022-02-24,seguimiento,3,Malbec,San Carlos,19.3945,3.3975,5.7795,19.0429,13.5286,24.3714,80.7,7.5286,152.11,0,19.9143,12.6571,26.5571,17.0,7.4571,188.76,0,17
San_Carlos_Malbec_003_2022_20220305,San_Carlos_Malbec_003,2022,2022-03-05,seguimiento,4,Malbec,San Carlos,21.9759,3.5293,4.9858,21.3429,14.3143,27.7,6.3,7.3,185.38,0,17.8571,11.8857,24.0143,5.5,7.9857,168.71,0,8
San_Carlos_Malbec_003_2022_20220313,San_Carlos_Malbec_003,2022,2022-03-13,cosecha,5,Malbec,San Carlos,23.2975,3.5913,3.9365,17.7857,11.4286,24.1857,5.7,7.0286,169.91,0,18.7571,12.0429,25.8143,1.3,7.8286,158.5,0,0
San_Carlos_Malbec_004_2022_20220209,San_Carlos_Malbec_004,2022,2022-02-09,seguimiento,1,Malbec,San Carlos,18.365,3.2343,7.8308,19.0714,12.7143,25.0714,40.2,6.8714,178.17,0,20.3571,13.4857,26.9714,5.2,7.3143,182.6,0,31
San_Carlos_Malbec_004_2022_20220217,San_Carlos_Malbec_004,2022,2022-02-17,seguimiento,2,Malbec,San Carlos,20.3206,3.3384,7.0242,20.2,13.6,26.7,5.2,7.7,184.53,0,19.0429,13.5286,24.3714,80.7,7.5286,152.11,0,23
San_Carlos_Malbec_004_2022_20220224,San_Carlos_Malbec_004,2022,2022-02-24,seguimiento,3,Malbec,San Carlos,19.8464,3.4421,5.5369,19.0429,13.5286,24.3714,80.7,7.5286,152.11,0,19.9143,12.6571,26.5571,17.0,7.4571,188.76,0,16
San_Carlos_Malbec_004_2022_20220303,San_Carlos_Malbec_004,2022,2022-03-03,seguimiento,4,Malbec,San Carlos,22.8464,3.5068,4.7875,19.9143,12.6571,26.5571,17.0,7.4571,188.76,0,19.4143,13.1286,25.6429,6.1,8.0143,172.97,0,9
San_Carlos_Malbec_004_2022_20220312,San_Carlos_Malbec_004,2022,2022-03-12,cosecha,5,Malbec,San Carlos,24.5828,3.679,3.7785,17.8571,11.8857,24.0143,5.5,7.9857,168.71,0,19.2143,12.3429,26.3571,2.0,7.3143,160.82,0,0
San_Carlos_Malbec_005_2022_20220204,San_Carlos_Malbec_005,2022,2022-02-04,seguimiento,1,Malbec,San Carlos,17.8241,3.1853,7.8315,22.1286,15.7286,28.0714,6.5,6.6857,199.71,0,19.4857,12.9,25.6857,34.1,7.4143,178.57,0,26
San_Carlos_Malbec_005_2022_20220212,San_Carlos_Malbec_005,2022,2022-02-12,seguimiento,2,Malbec,San Carlos,19.8803,3.2515,6.8453,19.2714,13.1,24.9857,27.0,7.5143,169.15,0,20.9429,13.4286,28.1714,0.9,7.4857,197.55,0,18
San_Carlos_Malbec_005_2022_20220221,San_Carlos_Malbec_005,2022,2022-02-21,seguimiento,3,Malbec,San Carlos,22.4985,3.3794,5.6546,21.9,14.0286,29.0143,5.5,7.9286,197.9,0,17.8286,12.3429,23.1857,89.6,7.3571,151.74,0,9
San_Carlos_Malbec_005_2022_20220302,San_Carlos_Malbec_005,2022,2022-03-02,cosecha,4,Malbec,San Carlos,24.4229,3.4613,4.9124,19.4286,12.7,25.8857,36.9,6.7857,176.42,0,19.9286,13.2857,26.3857,6.0,8.0,177.72,0,0
San_Carlos_Syrah_001_2022_20220209,San_Carlos_Syrah_001,2022,2022-02-09,seguimiento,1,Syrah,San Carlos,17.9017,3.2194,7.6844,19.0714,12.7143,25.0714,40.2,6.8714,178.17,0,20.3571,13.4857,26.9714,5.2,7.3143,182.6,0,26
San_Carlos_Syrah_001_2022_20220218,San_Carlos_Syrah_001,2022,2022-02-18,seguimiento,2,Syrah,San Carlos,19.8854,3.3064,6.6012,20.0714,12.9714,26.6571,5.0,7.4429,185.14,0,18.2143,12.9571,23.6143,92.0,7.9143,152.32,0,17
San_Carlos_Syrah_001_2022_20220227,San_Carlos_Syrah_001,2022,2022-02-27,seguimiento,3,Syrah,San Carlos,21.4774,3.4428,5.2786,17.7,12.0429,23.2571,87.6,7.1857,151.68,0,20.9429,14.5571,27.0286,6.8,8.3,180.74,0,8
San_Carlos_Syrah_001_2022_20220307,San_Carlos_Syrah_001,2022,2022-03-07,cosecha,4,Syrah,San Carlos,23.5066,3.4951,4.0991,20.4286,13.8714,26.8,7.8,7.9143,180.38,0,17.7,11.2,24.2429,2.3,7.2143,164.4,0,0
San_Carlos_Syrah_002_2022_20220209,San_Carlos_Syrah_002,2022,2022-02-09,seguimiento,1,Syrah,San Carlos,17.782,3.2293,8.0592,19.0714,12.7143,25.0714,40.2,6.8714,178.17,0,20.3571,13.4857,26.9714,5.2,7.3143,182.6,0,26
San_Carlos_Syrah_002_2022_20220218,San_Carlos_Syrah_002,2022,2022-02-18,seguimiento,2,Syrah,San Carlos,20.1735,3.3356,6.6135,20.0714,12.9714,26.6571,5.0,7.4429,185.14,0,18.2143,12.9571,23.6143,92.0,7.9143,152.32,0,17
San_Carlos_Syrah_002_2022_20220226,San_Carlos_Syrah_002,2022,2022-02-26,seguimiento,3,Syrah,San Carlos,21.2189,3.3633,5.639,17.5714,12.0429,22.9857,91.2,7.7429,151.91,0,21.3429,14.3143,27.7,6.3,7.3,185.38,0,9
San_Carlos_Syrah_002_2022_20220307,San_Carlos_Syrah_002,2022,2022-03-07,cosecha,4,Syrah,San Carlos,23.9255,3.4896,4.1628,20.4286,13.8714,26.8,7.8,7.9143,180.38,0,17.7,11.2,24.2429,2.3,7.2143,164.4,0,0
San_Carlos_Syrah_003_2022_20220205,San_Carlos_Syrah_003,2022,2022-02-05,seguimiento,1,Syrah,San Carlos,17.6004,3.1976,8.2235,21.8143,15.2429,27.8714,18.5,6.7,201.63,0,19.2714,13.1,24.9857,27.0,7.5143,169.15,0,27
San_Carlos_Syrah_003_2022_20220214,San_Carlos_Syrah_003,2022,2022-02-14,seguimiento,2,Syrah,San Carlos,19.4831,3.2947,7.3278,20.0143,13.6286,26.2857,5.2,7.1571,182.07,0,21.9,14.0286,29.0143,5.5,7.9286,197.9,0,18
San_Carlos_Syrah_003_2022_20220223,San_Carlos_Syrah_003,2022,2022-02-23,seguimiento,3,Syrah,San Carlos,20.6125,3.4277,5.5163,19.7714,13.9,25.2429,60.8,8.2,167.97,0,19.4286,12.7,25.8857,36.9,6.7857,176.42,0,9
San_Carlos_Syrah_003_2022_20220304,San_Carlos_Syrah_003,2022,2022-03-04,cosecha,4,Syrah,San Carlos,23.7816,3.5692,4.5799,21.0143,13.7429,27.5857,5.8,6.9571,188.6,0,18.5714,12.3714,24.8143,6.0,7.9857,172.26,0,0
San_Carlos_Syrah_004_2022_20220207,San_Carlos_Syrah_004,2022,2022-02-07,seguimiento,1,Syrah,San Carlos,17.9251,3.1502,8.1958,19.3857,13.3714,25.1,40.4,7.1571,179.68,0,20.0143,13.6286,26.2857,5.2,7.1571,182.07,0,27
San_Carlos_Syrah_004_2022_20220216,San_Carlos_Syrah_004,2022,2022-02-16,seguimiento,2,Syrah,San Carlos,20.0534,3.2644,7.095,20.3571,13.4857,26.9714,5.2,7.3143,182.6,0,19.7714,13.9,25.2429,60.8,8.2,167.97,0,18
San_Carlos_Syrah_004_2022_20220225,San_Carlos_Syrah_004,2022,2022-02-25,seguimiento,3,Syrah,San Carlos,20.853,3.3311,5.6325,18.2143,12.9571,23.6143,92.0,7.9143,152.32,0,21.0143,13.7429,27.5857,5.8,6.9571,188.6,0,9
San_Carlos_Syrah_004_2022_20220306,San_Carlos_Syrah_004,2022,2022-03-06,cosecha,4,Syrah,San Carlos,24.2254,3.489,4.3834,20.9429,14.5571,27.0286,6.8,8.3,180.74,0,17.7857,11.4286,24.1857,5.7,7.0286,169.91,0,0
San_Carlos_Syrah_005_2022_20220208,San_Carlos_Syrah_005,2022,2022-02-08,seguimiento,1,Syrah,San Carlos,18.3938,3.2378,7.5997,19.2571,13.2429,25.1571,40.4,6.7571,176.58,0,20.2286,13.3143,26.7286,5.2,7.0429,181.96,0,25
San_Carlos_Syrah_005_2022_20220216,San_Carlos_Syrah_005,2022,2022-02-16,seguimiento,2,Syrah,San Carlos,20.3519,3.344,6.3986,20.3571,13.4857,26.9714,5.2,7.3143,182.6,0,19.7714,13.9,25.2429,60.8,8.2,167.97,0,17
San_Carlos_Syrah_005_2022_20220225,San_Carlos_Syrah_005,2022,2022-02-25,seguimiento,3,Syrah,San Carlos,21.2342,3.4124,5.1472,18.2143,12.9571,23.6143,92.0,7.9143,152.32,0,21.0143,13.7429,27.5857,5.8,6.9571,188.6,0,8
San_Carlos_Syrah_005_2022_20220305,San_Carlos_Syrah_005,2022,2022-03-05,cosecha,4,Syrah,San Carlos,24.226,3.5397,4.067,21.3429,14.3143,27.7,6.3,7.3,185.38,0,17.8571,11.8857,24.0143,5.5,7.9857,168.71,0,0
San_Carlos_Cabernet_001_2022_20220207,San_Carlos_Cabernet_001,2022,2022-02-07,seguimiento,1,Cabernet,San Carlos,17.4095,3.2127,8.5836,19.3857,13.3714,25.1,40.4,7.1571,179.68,0,20.0143,13.6286,26.2857,5.2,7.1571,182.07,0,26
San_Carlos_Cabernet_001_2022_20220216,San_Carlos_Cabernet_001,2022,2022-02-16,seguimiento,2,Cabernet,San Carlos,19.6994,3.3243,7.499,20.3571,13.4857,26.9714,5.2,7.3143,182.6,0,19.7714,13.9,25.2429,60.8,8.2,167.97,0,17
San_Carlos_Cabernet_001_2022_20220225,San_Carlos_Cabernet_001,2022,2022-02-25,seguimiento,3,Cabernet,San Carlos,21.0173,3.4049,5.9793,18.2143,12.9571,23.6143,92.0,7.9143,152.32,0,21.0143,13.7429,27.5857,5.8,6.9571,188.6,0,8
San_Carlos_Cabernet_001_2022_20220305,San_Carlos_Cabernet_001,2022,2022-03-05,cosecha,4,Cabernet,San Carlos,24.0479,3.4951,5.3789,21.3429,14.3143,27.7,6.3,7.3,185.38,0,17.8571,11.8857,24.0143,5.5,7.9857,168.71,0,0
San_Carlos_Cabernet_002_2022_20220206,San_Carlos_Cabernet_002,2022,2022-02-06,seguimiento,1,Cabernet,San Carlos,17.5872,3.2624,7.8552,20.5571,14.6286,25.9857,40.2,7.0857,183.04,0,19.5429,12.9429,25.7429,5.4,7.4857,183.39,0,31
San_Carlos_Cabernet_002_2022_20220214,San_Carlos_Cabernet_002,2022,2022-02-14,seguimiento,2,Cabernet,San Carlos,19.4344,3.3253,6.8173,20.0143,13.6286,26.2857,5.2,7.1571,182.07,0,21.9,14.0286,29.0143,5.5,7.9286,197.9,0,23
San_Carlos_Cabernet_002_2022_20220222,San_Carlos_Cabernet_002,2022,2022-02-22,seguimiento,3,Cabernet,San Carlos,20.4931,3.3708,5.503,20.8857,14.1143,27.1714,39.6,8.4,183.55,0,18.5286,12.3429,24.3571,58.1,7.0714,163.55,0,15
San_Carlos_Cabernet_002_2022_20220301,San_Carlos_Cabernet_002,2022,2022-03-01,seguimiento,4,Cabernet,San Carlos,22.0319,3.4895,4.7713,18.5286,12.3429,24.3571,58.1,7.0714,163.55,0,20.1571,13.5571,26.6857,6.0,7.8286,178.92,0,8
San_Carlos_Cabernet_002_2022_20220309,San_Carlos_Cabernet_002,2022,2022-03-09,cosecha,5,Cabernet,San Carlos,24.185,3.5814,3.9656,19.9286,13.2857,26.3857,6.0,8.0,177.72,0,18.2714,11.3714,25.3286,1.5,7.2,162.75,0,0
San_Carlos_Cabernet_003_2022_20220206,San_Carlos_Cabernet_003,2022,2022-02-06,seguimiento,1,Cabernet,San Carlos,18.1848,3.1824,7.701,20.5571,14.6286,25.9857,40.2,7.0857,183.04,0,19.5429,12.9429,25.7429,5.4,7.4857,183.39,0,27
San_Carlos_Cabernet_003_2022_20220215,San_Carlos_Cabernet_003,2022,2022-02-15,seguimiento,2,Cabernet,San Carlos,20.0875,3.2441,6.9478,20.2286,13.3143,26.7286,5.2,7.0429,181.96,0,20.8857,14.1143,27.1714,39.6,8.4,183.55,0,18
San_Carlos_Cabernet_003_2022_20220224,San_Carlos_Cabernet_003,2022,2022-02-24,seguimiento,3,Cabernet,San Carlos,20.9178,3.4074,5.4413,19.0429,13.5286,24.3714,80.7,7.5286,152.11,0,19.9143,12.6571,26.5571,17.0,7.4571,188.76,0,9
San_Carlos_Cabernet_003_2022_20220305,San_Carlos_Cabernet_003,2022,2022-03-05,cosecha,4,Cabernet,San Carlos,24.4277,3.4658,4.4359,21.3429,14.3143,27.7,6.3,7.3,185.38,0,17.8571,11.8857,24.0143,5.5,7.9857,168.71,0,0
San_Carlos_Cabernet_004_2022_20220208,San_Carlos_Cabernet_004,2022,2022-02-08,seguimiento,1,Cabernet,San Carlos,17.2654,3.1572,8.181,19.2571,13.2429,25.1571,40.4,6.7571,176.58,0,20.2286,13.3143,26.7286,5.2,7.0429,181.96,0,26
San_Carlos_Cabernet_004_2022_20220216,San_Carlos_Cabernet_004,2022,2022-02-16,seguimiento,2,Cabernet,San Carlos,18.9972,3.2402,6.8368,20.3571,13.4857,26.9714,5.2,7.3143,182.6,0,19.7714,13.9,25.2429,60.8,8.2,167.97,0,18
San_Carlos_Cabernet_004_2022_20220225,San_Carlos_Cabernet_004,2022,2022-02-25,seguimiento,3,Cabernet,San Carlos,20.2524,3.3628,5.4739,18.2143,12.9571,23.6143,92.0,7.9143,152.32,0,21.0143,13.7429,27.5857,5.8,6.9571,188.6,0,9
San_Carlos_Cabernet_004_2022_20220306,San_Carlos_Cabernet_004,2022,2022-03-06,cosecha,4,Cabernet,San Carlos,23.3809,3.4814,4.7445,20.9429,14.5571,27.0286,6.8,8.3,180.74,0,17.7857,11.4286,24.1857,5.7,7.0286,169.91,0,0
Agrelo_Malbec_001_2023_20230204,Agrelo_Malbec_001,2023,2023-02-04,seguimiento,1,Malbec,Agrelo,17.6973,3.1988,8.3507,22.8429,17.4143,28.8571,22.2,8.4857,141.68,0,25.1857,17.2,33.8286,0.1,7.6,195.45,1,27
Agrelo_Malbec_001_2023_20230213,Agrelo_Malbec_001,2023,2023-02-13,seguimiento,2,Malbec,Agrelo,21.507,3.3749,6.5327,26.3429,18.0286,35.0143,0.1,8.3429,193.59,2,19.4143,12.3571,26.4143,0.5,10.9,200.68,0,18
Agrelo_Malbec_001_2023_20230222,Agrelo_Malbec_001,2023,2023-02-22,seguimiento,3,Malbec,Agrelo,23.5769,3.5192,5.2223,18.6857,10.6571,26.6,0.5,9.7571,194.83,0,23.2,15.3429,31.4714,0.0,7.8857,182.43,0,9
Agrelo_Malbec_001_2023_20230303,Agrelo_Malbec_001,2023,2023-03-03,cosecha,4,Malbec,Agrelo,25.1454,3.6248,3.6942,23.5429,15.6286,32.0429,0.0,8.2143,182.76,0,24.3286,17.5714,31.8,1.2,8.7286,163.73,0,0
Agrelo_Malbec_002_2023_20230201,Agrelo_Malbec_002,2023,2023-02-01,seguimiento,1,Malbec,Agrelo,17.4303,3.2665,8.234,24.2714,17.7286,30.8286,23.2,8.8857,183.51,0,23.1,16.7857,30.0429,11.0,8.4857,156.4,0,28
Agrelo_Malbec_002_2023_20230208,Agrelo_Malbec_002,2023,2023-02-08,seguimiento,2,Malbec,Agrelo,19.2178,3.352,7.1661,23.1,16.7857,30.0429,11.0,8.4857,156.4,0,25.8714,18.3571,33.8143,0.0,8.7571,198.07,2,21
Agrelo_Malbec_002_2023_20230215,Agrelo_Malbec_002,2023,2023-02-15,seguimiento,3,Malbec,Agrelo,21.5806,3.4796,5.835,25.8714,18.3571,33.8143,0.0,8.7571,198.07,2,18.6857,10.6571,26.6,0.5,9.7571,194.83,0,14
Agrelo_Malbec_002_2023_20230222,Agrelo_Malbec_002,2023,2023-02-22,seguimiento,4,Malbec,Agrelo,22.6748,3.4944,4.5521,18.6857,10.6571,26.6,0.5,9.7571,194.83,0,23.2,15.3429,31.4714,0.0,7.8857,182.43,0,7
Agrelo_Malbec_002_2023_20230301,Agrelo_Malbec_002,2023,2023-03-01,cosecha,5,Malbec,Agrelo,24.6062,3.6029,3.5127,23.2,15.3429,31.4714,0.0,7.8857,182.43,0,24.3857,17.0429,32.5,0.5,8.2857,171.65,0,0
Agrelo_Malbec_003_2023_20230210,Agrelo_Malbec_003,2023,2023-02-10,seguimiento,1,Malbec,Agrelo,18.5022,3.2591,8.4415,24.4857,17.2,32.4857,0.2,7.5857,180.54,0,24.9,17.4857,32.0286,0.5,9.8,198.82,2,26
Agrelo_Malbec_003_2023_20230218,Agrelo_Malbec_003,2023,2023-02-18,seguimiento,2,Malbec,Agrelo,21.0058,3.3856,7.1751,22.6571,15.7571,29.1714,0.5,10.4,201.13,1,20.7429,12.3857,29.7286,0.0,7.9286,186.87,0,18
Agrelo_Malbec_003_2023_20230227,Agrelo_Malbec_003,2023,2023-02-27,seguimiento,3,Malbec,Agrelo,22.9591,3.4267,6.1722,22.5857,14.8714,30.7714,0.0,7.4571,183.82,0,24.4286,16.1714,33.3143,0.2,8.2429,176.14,0,9
Agrelo_Malbec_003_2023_20230308,Agrelo_Malbec_003,2023,2023-03-08,cosecha,4,Malbec,Agrelo,24.8666,3.5471,5.2322,24.3857,17.0429,32.5,0.5,8.2857,171.65,0,23.8286,18.6,29.9714,7.9,9.4286,143.99,0,0
